model_family,dataset,fraction_percent,seed_count,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,roc_auc_mean,roc_auc_std,average_precision_mean,average_precision_std,brier_mean,brier_std,ece_mean,ece_std
hef_gbdt_e5_finetuned_jina_oof,amazon_google,55,3,0.7310126993453053,0.02512153874283912,0.7370880128835771,0.030901826031820533,0.7293447293447294,0.06908464759533985,0.9428587439757911,0.010517073750972668,0.6998359076060798,0.016363732161010787,0.04398648577353541,0.0009732692583477147,0.01721921053605334,0.001018745617911092
hef_gbdt_e5_finetuned_jina_oof,amazon_google,60,3,0.7246988106817351,0.03455216663875552,0.7325045688299545,0.037939895965479115,0.7250712250712251,0.09501541963334638,0.9317560733296527,0.022293889701368492,0.6922381497377444,0.034346705712860436,0.04399734871317513,0.00410766463658027,0.015469943779157922,0.004005375546775531
hef_gbdt_e5_finetuned_jina_oof,amazon_google,65,3,0.7637737461118453,0.007254933897381397,0.7353581856753104,0.0077131447403694965,0.7948717948717949,0.022613259068928106,0.9368290003307003,0.021368120562982474,0.7008196481383082,0.006778413592342662,0.04069929277411535,0.0007499673451513244,0.01559052785090658,0.0008593691463803757
hef_gbdt_e5_finetuned_jina_oof,amazon_google,70,3,0.7524677799116283,0.012692111473730509,0.7381207811055505,0.02726138254123299,0.7706552706552706,0.058335029143713045,0.940109712207818,0.014718909814082718,0.7097632599257385,0.016444367459720725,0.043860111919795976,0.0038825949765928887,0.027940625402424174,0.017226098594852204
hef_gbdt_e5_finetuned_jina_oof,amazon_google,75,3,0.7575742299429163,0.006684073471808214,0.7154724031712366,0.03590698214431494,0.8091168091168092,0.0569087873374307,0.9534999564139924,0.004295072368662634,0.7196327393868324,0.0046670007218148615,0.040643762078572,0.0029781211139000867,0.019341178919708227,0.00793382848657006
hef_gbdt_e5_finetuned_jina_oof,amazon_google,80,3,0.7682061207668807,0.012937325339059872,0.7180543336591724,0.03465008805595029,0.8276353276353277,0.028454393668715314,0.9518035613227455,0.005143152392172338,0.7318055214078814,0.018491876340835413,0.04063584126175936,0.0008128505696047549,0.021442510876123762,0.005507464367431526
hef_gbdt_e5_finetuned_jina_oof,amazon_google,85,3,0.7459299645898363,0.016823358557826972,0.6914609698295546,0.00644590071401366,0.8105413105413105,0.0410642031492865,0.9534930380000802,0.002008963023025704,0.7067999555170459,0.0068619235261888805,0.04334221428757181,0.002836451698745197,0.02436054957073078,0.006820561635282977
hef_gbdt_e5_finetuned_jina_oof,amazon_google,90,3,0.761071488633892,0.010286594927383288,0.7164752017623477,0.018306545365425756,0.811965811965812,0.014803853056144262,0.9520567752719282,0.005672920665351787,0.7193040329434749,0.024487631044426982,0.04102188681597959,0.0010654486955997636,0.017767041736992246,0.00487034758612302
hef_gbdt_e5_finetuned_jina_oof,amazon_google,95,3,0.7665742076292836,0.0009038091941765673,0.7172735976342679,0.008504112801470447,0.8233618233618234,0.012336544213453562,0.9560013089639121,0.000985711386339227,0.7500706579958766,0.019439214385393783,0.04034995098215706,0.001906212208922708,0.022416132965020884,0.008367633894150498
hef_gbdt_e5_finetuned_jina_oof,amazon_google,100,3,0.7616343442441567,0.011748459606440536,0.6987553046891226,0.016965469518043168,0.8376068376068376,0.02599471166794108,0.9568322104747554,0.010089753149670125,0.7698212295215163,0.01170695720119207,0.040204134563832934,0.0018129207908954839,0.019514965234295863,0.006496576975017719
